Name,Year,Rating,Date,username
Loki,2021.0,0.8888888888888888,2021-07-15,julez
Joker,2019.0,0.8888888888888888,2021-07-17,julez
Fight Club,1999.0,1.0,2021-07-19,julez
mid90s,2018.0,0.8888888888888888,2021-07-21,julez
Forget About Everything for Awhile,2020.0,0.7777777777777778,2021-07-25,julez
"Woodstock 99: Peace, Love, and Rage",2021.0,0.6666666666666666,2021-07-28,julez
Don't Breathe,2016.0,0.7777777777777778,2021-08-02,julez
Treasure Island,2018.0,0.6666666666666666,2021-08-15,julez
The Aviator,2004.0,0.7777777777777778,2021-08-22,julez
The Jurassic Games,2018.0,0.0,2021-08-25,julez
Scarface,1983.0,0.7777777777777778,2021-08-31,julez
The Untouchables,1987.0,0.8888888888888888,2021-09-01,julez
Jurassic World,2015.0,0.4444444444444444,2021-09-07,julez
Brokeback Mountain,2005.0,0.8888888888888888,2021-09-09,julez
Shang-Chi and the Legend of the Ten Rings,2021.0,0.6666666666666666,2021-09-12,julez
Lethal Weapon,1987.0,0.6666666666666666,2021-09-14,julez
Shirley,2020.0,0.6666666666666666,2021-09-15,julez
No Country for Old Men,2007.0,0.7777777777777778,2021-09-16,julez
Our Planet,2019.0,0.8888888888888888,2021-09-17,julez
Thunderball,1965.0,0.5555555555555556,2021-09-19,julez
You Only Live Twice,1967.0,0.6666666666666666,2021-09-19,julez
On Her Majesty's Secret Service,1969.0,0.7777777777777778,2021-09-20,julez
Diamonds Are Forever,1971.0,0.4444444444444444,2021-09-20,julez
The Man with the Golden Gun,1974.0,0.4444444444444444,2021-09-22,julez
The Spy Who Loved Me,1977.0,0.5555555555555556,2021-09-22,julez
Moonraker,1979.0,0.4444444444444444,2021-09-22,julez
For Your Eyes Only,1981.0,0.4444444444444444,2021-09-23,julez
Dune,2021.0,0.8888888888888888,2021-09-24,julez
Oxygen,2021.0,0.5555555555555556,2021-09-28,julez
Octopussy,1983.0,0.5555555555555556,2021-10-01,julez
A View to a Kill,1985.0,0.4444444444444444,2021-10-02,julez
Live and Let Die,1973.0,0.4444444444444444,2021-10-02,julez
The Living Daylights,1987.0,0.5555555555555556,2021-10-03,julez
Licence to Kill,1989.0,0.5555555555555556,2021-10-11,julez
The Shining,1980.0,0.7777777777777778,2021-10-13,julez
Midnight Mass,2021.0,0.7777777777777778,2021-10-15,julez
The Guilty,2021.0,0.6666666666666666,2021-10-16,julez
The Elephant Man,1980.0,0.8888888888888888,2021-10-17,julez
Hardware,1990.0,0.5555555555555556,2021-10-18,julez
Casino Royale,2006.0,0.8888888888888888,2021-10-19,julez
Quantum of Solace,2008.0,0.5555555555555556,2021-10-20,julez
Skyfall,2012.0,0.8888888888888888,2021-10-20,julez
Spectre,2015.0,0.6666666666666666,2021-10-21,julez
GoldenEye,1995.0,0.5555555555555556,2021-10-24,julez
Tomorrow Never Dies,1997.0,0.5555555555555556,2021-10-25,julez
The World Is Not Enough,1999.0,0.4444444444444444,2021-10-27,julez
An Affair to Remember,1957.0,0.6666666666666666,2021-10-29,julez
The Nightmare Before Christmas,1993.0,0.7777777777777778,2021-10-31,julez
Halloween Kills,2021.0,0.0,2021-11-02,julez
Becoming Bond,2017.0,0.8888888888888888,2021-11-06,julez
The Hitchhiker's Guide to the Galaxy,2005.0,0.6666666666666666,2021-11-06,julez
Laura,1944.0,0.5555555555555556,2021-11-19,julez
Eternals,2021.0,0.5555555555555556,2021-11-21,julez
Die Hard With a Vengeance,1995.0,0.6666666666666666,2021-11-23,julez
Rudolph the Red-Nosed Reindeer,1964.0,0.3333333333333333,2021-11-27,julez
Frosty the Snowman,1969.0,0.4444444444444444,2021-11-27,julez
How the Grinch Stole Christmas!,1966.0,0.7777777777777778,2021-11-28,julez
Ghostbusters,1984.0,0.6666666666666666,2021-11-28,julez
Ghostbusters II,1989.0,0.6666666666666666,2021-11-29,julez
Love Actually,2003.0,0.3333333333333333,2021-11-29,julez
Christmas with the Kranks,2004.0,0.3333333333333333,2021-11-30,julez
The Holiday,2006.0,0.4444444444444444,2021-11-30,julez
Moana,2016.0,0.8888888888888888,2021-12-01,julez
Klaus,2019.0,1.0,2021-12-01,julez
Miracle on 34th Street,1947.0,0.6666666666666666,2021-12-02,julez
Last Night in Soho,2021.0,0.8888888888888888,2021-12-02,julez
The Princess Bride,1987.0,0.6666666666666666,2021-12-03,julez
When Harry Met Sally...,1989.0,1.0,2021-12-03,julez
The Christmas Chronicles,2018.0,0.3333333333333333,2021-12-05,julez
You've Got Mail,1998.0,0.6666666666666666,2021-12-07,julez
Gremlins,1984.0,0.7777777777777778,2021-12-08,julez
White Christmas,1954.0,0.3333333333333333,2021-12-09,julez
E.T. the Extra-Terrestrial,1982.0,0.6666666666666666,2021-12-11,julez
Elf,2003.0,0.6666666666666666,2021-12-12,julez
Spider-Man,2002.0,0.7777777777777778,2021-12-20,julez
The Cameraman,1928.0,0.5555555555555556,2021-12-20,julez
Spider-Man 2,2004.0,1.0,2021-12-21,julez
One Week,1920.0,0.8888888888888888,2021-12-23,julez
Hawkeye,2021.0,0.6666666666666666,2021-12-27,julez
Ford v Ferrari,2019.0,0.8888888888888888,2021-12-29,julez
Never Been Kissed,1999.0,0.3333333333333333,2021-12-29,julez
There's Something About Mary,1998.0,0.2222222222222222,2021-12-30,julez
While You Were Sleeping,1995.0,0.6666666666666666,2021-12-31,julez
Office Space,1999.0,1.0,2021-12-31,julez
"Good Morning, Vietnam",1987.0,0.7777777777777778,2022-01-03,julez
Don't Look Up,2021.0,0.7777777777777778,2022-01-03,julez
The Kid,1921.0,0.7777777777777778,2022-01-04,julez
Ratatouille,2007.0,1.0,2022-01-05,julez
Picture Perfect,1997.0,0.4444444444444444,2022-01-06,julez
Rise of the Planet of the Apes,2011.0,0.6666666666666666,2022-01-07,julez
Mistress America,2015.0,0.8888888888888888,2022-01-09,julez
The Beatles: Get Back,2021.0,1.0,2022-01-11,julez
10 Things I Hate About You,1999.0,0.5555555555555556,2022-01-12,julez
Demolition,2015.0,0.8888888888888888,2022-01-13,julez
Taking a Little Time to Feel Sorry for Myself,2018.0,0.6666666666666666,2022-01-14,julez
Little Miss Sunshine,2006.0,1.0,2022-01-17,julez
The Goat,1921.0,0.7777777777777778,2022-01-18,julez
"Steamboat Bill, Jr.",1928.0,0.7777777777777778,2022-01-19,julez
Die Another Day,2002.0,0.3333333333333333,2022-01-25,julez
Harry Potter and the Philosopher's Stone,2001.0,0.7777777777777778,2022-01-28,julez
Harry Potter and the Chamber of Secrets,2002.0,0.6666666666666666,2022-01-28,julez
Harry Potter and the Prisoner of Azkaban,2004.0,0.8888888888888888,2022-01-28,julez
Harry Potter and the Goblet of Fire,2005.0,0.7777777777777778,2022-01-29,julez
Harry Potter and the Order of the Phoenix,2007.0,0.7777777777777778,2022-01-30,julez
Harry Potter and the Deathly Hallows: Part 1,2010.0,0.5555555555555556,2022-01-30,julez
Harry Potter and the Deathly Hallows: Part 2,2011.0,0.7777777777777778,2022-01-30,julez
Harry Potter and the Half-Blood Prince,2009.0,0.6666666666666666,2022-01-30,julez
The Purple Rose of Cairo,1985.0,0.6666666666666666,2022-02-08,julez
The Tinder Swindler,2022.0,0.6666666666666666,2022-02-10,julez
The Social Network,2010.0,1.0,2022-02-11,julez
Twelve Monkeys,1995.0,1.0,2022-02-11,julez
Heathers,1989.0,1.0,2022-02-12,julez
The Graduate,1967.0,1.0,2022-02-15,julez
The Great Silence,1968.0,1.0,2022-02-17,julez
Once Upon a Time in the West,1968.0,0.8888888888888888,2022-02-18,julez
"tick, tick... BOOM!",2021.0,0.7777777777777778,2022-02-19,julez
Afterparty,2013.0,0.6666666666666666,2022-02-20,julez
Vertigo,1958.0,0.8888888888888888,2022-02-22,julez
Shadow of a Doubt,1943.0,0.6666666666666666,2022-02-23,julez
Rope,1948.0,1.0,2022-02-23,julez
Pineapple Express,2008.0,0.5555555555555556,2022-03-04,julez
The Batman,2022.0,0.8888888888888888,2022-03-05,julez
Amélie,2001.0,0.7777777777777778,2022-03-06,julez
Fantastic Mr. Fox,2009.0,0.7777777777777778,2022-03-07,julez
We Are Sasquatch,2017.0,0.6666666666666666,2022-03-08,julez
The Blair Witch Project,1999.0,0.6666666666666666,2022-03-09,julez
Ocean's Thirteen,2007.0,0.7777777777777778,2022-03-11,julez
Yesterday,2019.0,0.6666666666666666,2022-03-13,julez
Drowning in Potential,2021.0,0.8888888888888888,2022-03-13,julez
Ocean's Eleven,2001.0,1.0,2022-03-13,julez
Game Night,2018.0,0.8888888888888888,2022-03-14,julez
"Paris, Texas",1984.0,1.0,2022-03-15,julez
Come and See,1985.0,0.6666666666666666,2022-03-17,julez
Rain Man,1988.0,0.8888888888888888,2022-03-18,julez
They Live,1988.0,0.6666666666666666,2022-03-18,julez
The Goonies,1985.0,0.5555555555555556,2022-03-19,julez
Possession,1981.0,0.6666666666666666,2022-03-21,julez
Raising Arizona,1987.0,0.8888888888888888,2022-03-21,julez
Videodrome,1983.0,0.7777777777777778,2022-03-21,julez
Bo Burnham: What.,2013.0,0.8888888888888888,2022-03-22,julez
Crimes and Misdemeanors,1989.0,0.7777777777777778,2022-03-23,julez
My Dinner with Andre,1981.0,0.6666666666666666,2022-03-24,julez
Hannah and Her Sisters,1986.0,0.8888888888888888,2022-03-25,julez
Sixteen Candles,1984.0,0.6666666666666666,2022-03-30,julez
Mystery Train,1989.0,0.7777777777777778,2022-03-30,julez
The Devil Wears Prada,2006.0,0.6666666666666666,2022-03-31,julez
West Side Story,2021.0,0.6666666666666666,2022-04-01,julez
Pillow Talk,1959.0,0.6666666666666666,2022-04-05,julez
Cloverfield,2008.0,1.0,2022-04-06,julez
Signs,2002.0,0.8888888888888888,2022-04-07,julez
Kingsman: The Secret Service,2014.0,0.7777777777777778,2022-04-16,julez
Kingsman: The Golden Circle,2017.0,0.6666666666666666,2022-04-16,julez
The King's Man,2021.0,0.4444444444444444,2022-04-16,julez
Spider-Man: Into the Spider-Verse,2018.0,0.8888888888888888,2022-04-17,julez
Moonfall,2022.0,0.2222222222222222,2022-04-20,julez
Seeking a Friend for the End of the World,2012.0,0.6666666666666666,2022-04-27,julez
Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,0.5555555555555556,2022-04-27,julez
Husbands and Wives,1992.0,0.8888888888888888,2022-04-30,julez
Back to the Future,1985.0,0.8888888888888888,2022-05-07,julez
Ambulance,2022.0,0.3333333333333333,2022-05-24,julez
Ocean's Twelve,2004.0,0.8888888888888888,2022-05-25,julez
Ricky Gervais: Humanity,2018.0,0.8888888888888888,2022-05-26,julez
Ricky Gervais: SuperNature,2022.0,0.7777777777777778,2022-05-26,julez
Walk the Line,2005.0,1.0,2022-05-28,julez
Inherent Vice,2014.0,0.7777777777777778,2022-05-29,julez
Bo Burnham: The Inside Outtakes,2022.0,1.0,2022-06-01,julez
War of the Worlds,2005.0,0.7777777777777778,2022-06-05,julez
The Mystery of Marilyn Monroe: The Unheard Tapes,2022.0,0.4444444444444444,2022-06-17,julez
127 Hours,2010.0,0.7777777777777778,2022-06-18,julez
Spiderhead,2022.0,0.6666666666666666,2022-06-19,julez
Back to the Future Part II,1989.0,0.8888888888888888,2022-06-26,julez
Notting Hill,1999.0,0.3333333333333333,2022-06-28,julez
Doctor Strange in the Multiverse of Madness,2022.0,0.8888888888888888,2022-07-04,julez
Say Anything...,1989.0,0.8888888888888888,2022-07-04,julez
American Graffiti,1973.0,0.7777777777777778,2022-07-08,julez
Booksmart,2019.0,0.8888888888888888,2022-07-09,julez
Bo Burnham: Inside,2021.0,1.0,2022-07-09,julez
The Falcon and the Winter Soldier,2021.0,0.6666666666666666,2022-07-09,julez
Hot Tub Time Machine,2010.0,0.6666666666666666,2022-07-10,julez
A Star Is Born,2018.0,0.7777777777777778,2022-07-13,julez
Romeo + Juliet,1996.0,0.3333333333333333,2022-07-17,julez
Stranger Things,2010.0,0.8888888888888888,2022-07-23,julez
Fresh,2022.0,0.8888888888888888,2022-07-25,julez
Mrs. Doubtfire,1993.0,0.7777777777777778,2022-07-30,julez
Making 'The Shining',1980.0,0.7777777777777778,2022-08-03,julez
Independence Day,1996.0,0.7777777777777778,2022-08-05,julez
Bridge to Terabithia,2007.0,0.8888888888888888,2022-08-06,julez
Kids,1995.0,0.6666666666666666,2022-08-08,julez
Smiley Face,2007.0,0.7777777777777778,2022-08-09,julez
Friday,1995.0,0.7777777777777778,2022-08-09,julez
Treasure Planet,2002.0,0.8888888888888888,2022-08-12,julez
How to Change Your Mind,2022.0,0.7777777777777778,2022-08-14,julez
Blow,2001.0,1.0,2022-08-14,julez
Grass Is Greener,2019.0,0.6666666666666666,2022-08-14,julez
78/52,2017.0,0.6666666666666666,2022-08-30,julez
Deconstructing Harry,1997.0,0.8888888888888888,2022-08-30,julez
Taking Off,1971.0,0.8888888888888888,2022-09-12,julez
Blade Runner,1982.0,0.7777777777777778,2022-09-14,julez
Atonement,2007.0,0.8888888888888888,2022-09-18,julez
A Scanner Darkly,2006.0,0.7777777777777778,2022-09-20,julez
This Is Spinal Tap,1984.0,0.6666666666666666,2022-09-28,julez
Altered States,1980.0,1.0,2022-09-29,julez
Who Framed Roger Rabbit,1988.0,0.6666666666666666,2022-09-30,julez
Tootsie,1982.0,0.7777777777777778,2022-10-02,julez
Blonde,2022.0,0.6666666666666666,2022-10-03,julez
Risky Business,1983.0,0.7777777777777778,2022-10-03,julez
Top Secret!,1984.0,0.5555555555555556,2022-10-04,julez
The Dead Zone,1983.0,0.7777777777777778,2022-10-09,julez
Escape from New York,1981.0,0.6666666666666666,2022-10-10,julez
The Man from U.N.C.L.E.,2015.0,0.6666666666666666,2022-10-15,julez
Poltergeist,1982.0,0.8888888888888888,2022-10-18,julez
Blood Simple,1984.0,0.6666666666666666,2022-10-21,julez
Pretty in Pink,1986.0,0.5555555555555556,2022-10-21,julez
Rocky III,1982.0,0.7777777777777778,2022-10-21,julez
Wall Street,1987.0,0.7777777777777778,2022-10-24,julez
The Karate Kid,1984.0,0.4444444444444444,2022-10-24,julez
Day of the Dead,1985.0,0.8888888888888888,2022-10-26,julez
Beetlejuice,1988.0,1.0,2022-10-26,julez
Body Double,1984.0,0.6666666666666666,2022-10-29,julez
Manhunter,1986.0,0.5555555555555556,2022-10-29,julez
Make Way for Tomorrow,1937.0,0.7777777777777778,2022-10-29,julez
Spaceballs,1987.0,0.8888888888888888,2022-10-30,julez
Moonstruck,1987.0,0.6666666666666666,2022-10-30,julez
The Hustler,1961.0,0.5555555555555556,2022-10-30,julez
The Color of Money,1986.0,0.7777777777777778,2022-10-30,julez
Do the Right Thing,1989.0,0.4444444444444444,2022-10-31,julez
Police Story,1985.0,0.5555555555555556,2022-10-31,julez
Kiki's Delivery Service,1989.0,0.7777777777777778,2022-10-31,julez
Mad Max,1979.0,0.4444444444444444,2022-11-01,julez
Mad Max 2,1981.0,0.6666666666666666,2022-11-01,julez
The Outsiders,1983.0,0.6666666666666666,2022-11-01,julez
An American Werewolf in London,1981.0,0.8888888888888888,2022-11-01,julez
Castle in the Sky,1986.0,0.7777777777777778,2022-11-02,julez
Nausicaä of the Valley of the Wind,1984.0,0.6666666666666666,2022-11-02,julez
Inferno,1980.0,0.5555555555555556,2022-11-02,julez
Child's Play,1988.0,0.6666666666666666,2022-11-03,julez
The Fog,1980.0,0.3333333333333333,2022-11-03,julez
Grave of the Fireflies,1988.0,0.8888888888888888,2022-11-03,julez
First Blood,1982.0,0.8888888888888888,2022-11-04,julez
RoboCop,1987.0,0.8888888888888888,2022-11-04,julez
Wings of Desire,1987.0,0.7777777777777778,2022-11-04,julez
Rocky IV,1985.0,0.8888888888888888,2022-11-05,julez
Hellraiser,1987.0,0.6666666666666666,2022-11-05,julez
Weird Science,1985.0,0.8888888888888888,2022-11-05,julez
"sex, lies, and videotape",1989.0,0.8888888888888888,2022-11-07,julez
The Sacrifice,1986.0,0.6666666666666666,2022-11-09,julez
Entergalactic,2022.0,0.6666666666666666,2022-11-13,julez
Stardust Memories,1980.0,0.5555555555555556,2022-11-24,julez
Coraline,2009.0,0.7777777777777778,2022-11-25,julez
Carol,2015.0,0.7777777777777778,2022-12-04,julez
Arthur Christmas,2011.0,0.5555555555555556,2022-12-09,julez
Harold & Kumar Go to White Castle,2004.0,0.6666666666666666,2022-12-12,julez
Home Alone,1990.0,1.0,2022-12-18,julez
Home Alone 2: Lost in New York,1992.0,0.8888888888888888,2022-12-19,julez
A Christmas Carol,2009.0,0.5555555555555556,2022-12-21,julez
Gremlins 2: The New Batch,1990.0,0.7777777777777778,2022-12-27,julez
Avatar,2009.0,0.6666666666666666,2022-12-30,julez
Avatar: The Way of Water,2022.0,0.7777777777777778,2022-12-30,julez
The Goldfish,2019.0,0.4444444444444444,2023-01-08,julez
Labyrinth,1986.0,0.5555555555555556,2023-01-09,julez
A Quiet Place Part II,2020.0,0.8888888888888888,2023-01-13,julez
Encanto,2021.0,0.6666666666666666,2023-01-13,julez
Tenet,2020.0,0.8888888888888888,2023-01-19,julez
Elvis,2022.0,0.4444444444444444,2023-01-23,julez
The Wolf of Wall Street,2013.0,1.0,2023-02-01,julez
Nerve,2016.0,0.4444444444444444,2023-02-03,julez
The Doors,1991.0,1.0,2023-02-04,julez
Pinocchio,1940.0,0.6666666666666666,2023-02-08,julez
Can't Buy Me Love,1987.0,0.3333333333333333,2023-02-09,julez
Beasts of the Southern Wild,2012.0,0.6666666666666666,2023-02-10,julez
When You're Strange,2009.0,1.0,2023-02-16,julez
Secret Window,2004.0,0.6666666666666666,2023-02-23,julez
"Good Bye, Lenin!",2003.0,0.7777777777777778,2023-02-24,julez
Control,2007.0,1.0,2023-02-24,julez
Out of Sight,1998.0,0.7777777777777778,2023-03-10,julez
65,2023.0,0.4444444444444444,2023-03-14,julez
C'mon C'mon,2021.0,0.7777777777777778,2023-03-27,julez
The Fabelmans,2022.0,1.0,2023-04-02,julez
Triangle of Sadness,2022.0,1.0,2023-04-05,julez
Force Majeure,2014.0,1.0,2023-04-07,julez
Modern Romance,1981.0,0.8888888888888888,2023-04-18,julez
Two Lovers,2008.0,1.0,2023-04-20,julez
(500) Days of Summer,2009.0,0.8888888888888888,2023-04-24,julez
John Wick: Chapter 2,2017.0,0.7777777777777778,2023-04-25,julez
John Wick: Chapter 3 – Parabellum,2019.0,0.8888888888888888,2023-04-25,julez
John Wick: Chapter 4,2023.0,0.8888888888888888,2023-04-25,julez
Three Thousand Years of Longing,2022.0,0.7777777777777778,2023-04-26,julez
Trainspotting,1996.0,0.8888888888888888,2023-05-03,julez
Call Me by Your Name,2017.0,0.8888888888888888,2023-05-11,julez
Devs,2020.0,1.0,2023-05-19,julez
300,2006.0,0.7777777777777778,2023-05-31,julez
Black Mirror: The Entire History of You,2011.0,0.8888888888888888,2023-06-06,julez
Black Mirror: White Christmas,2014.0,1.0,2023-06-06,julez
Black Mirror: Hang the DJ,2017.0,1.0,2023-06-06,julez
Jurassic Park,1993.0,1.0,2023-06-07,julez
No Time to Die,2021.0,1.0,2023-06-08,julez
The Lost World: Jurassic Park,1997.0,0.5555555555555556,2023-06-08,julez
The Square,2017.0,0.7777777777777778,2023-06-10,julez
Black Mirror: Striking Vipers,2019.0,0.8888888888888888,2023-06-12,julez
Black Mirror: Beyond the Sea,2023.0,0.8888888888888888,2023-06-23,julez
Black Mirror: Mazey Day,2023.0,0.5555555555555556,2023-06-24,julez
Black Mirror: Loch Henry,2023.0,0.7777777777777778,2023-06-24,julez
Contagion,2011.0,0.8888888888888888,2023-06-30,julez
Paterson,2016.0,1.0,2023-07-02,julez
Black Mirror: Demon 79,2023.0,0.6666666666666666,2023-07-27,julez
El Camino: A Breaking Bad Movie,2019.0,0.7777777777777778,2023-07-31,julez
School of Rock,2003.0,0.8888888888888888,2023-07-31,julez
Nope,2022.0,1.0,2023-08-04,julez
Dressed to Kill,1980.0,0.6666666666666666,2023-08-05,julez
Oppenheimer,2023.0,0.8888888888888888,2023-08-06,julez
Coming to America,1988.0,0.7777777777777778,2023-08-08,julez
Christine,1983.0,0.7777777777777778,2023-08-08,julez
Amadeus,1984.0,0.8888888888888888,2023-08-09,julez
A Few Good Men,1992.0,0.8888888888888888,2023-08-10,julez
Steve Jobs,2015.0,0.8888888888888888,2023-08-15,julez
Bullet Train,2022.0,0.8888888888888888,2023-08-19,julez
The Man Who Knew Too Much,1956.0,0.6666666666666666,2023-08-22,julez
Dead Men Don't Wear Plaid,1982.0,0.5555555555555556,2023-08-23,julez
Buffalo '66,1998.0,1.0,2023-08-24,julez
Donnie Brasco,1997.0,0.7777777777777778,2023-08-25,julez
Revolutionary Road,2008.0,0.7777777777777778,2023-09-06,julez
Margin Call,2011.0,0.7777777777777778,2023-09-07,julez
Downsizing,2017.0,0.8888888888888888,2023-09-26,julez
The Wonderful Story of Henry Sugar,2023.0,0.8888888888888888,2023-09-28,julez
The Swan,2023.0,0.7777777777777778,2023-09-30,julez
TÁR,2022.0,0.6666666666666666,2023-09-30,julez
Poison,2023.0,0.8888888888888888,2023-10-07,julez
Father of the Bride,1991.0,0.6666666666666666,2023-10-27,julez
The Lake House,2006.0,0.7777777777777778,2023-10-30,julez
In a Lonely Place,1950.0,0.7777777777777778,2023-12-01,julez
The Big Sleep,1946.0,0.5555555555555556,2023-12-01,julez
Little Women,2019.0,0.8888888888888888,2023-12-05,julez
The Story Of Our Time: The Making Of Oppenheimer,2023.0,0.7777777777777778,2023-12-07,julez
The Shop Around the Corner,1940.0,0.7777777777777778,2023-12-07,julez
Tokyo Godfathers,2003.0,0.7777777777777778,2023-12-15,julez
National Lampoon's Christmas Vacation,1989.0,0.6666666666666666,2023-12-26,julez
Ricky Gervais: Armageddon,2023.0,0.7777777777777778,2023-12-26,julez
Eyes Wide Shut,1999.0,1.0,2023-12-29,julez
Reprise,2006.0,0.7777777777777778,2023-12-30,julez
Aftersun,2022.0,1.0,2023-12-31,julez
Night on Earth,1991.0,0.8888888888888888,2023-12-31,julez
Punch-Drunk Love,2002.0,1.0,2024-01-03,julez
The Night Before,2015.0,0.7777777777777778,2024-01-04,julez
The Boy and the Heron,2023.0,0.7777777777777778,2024-01-06,julez
David Lynch: The Art Life,2016.0,0.8888888888888888,2024-01-09,julez
Past Lives,2023.0,1.0,2024-01-10,julez
Harry Dean Stanton: Partly Fiction,2012.0,0.8888888888888888,2024-01-11,julez
Dream Scenario,2023.0,0.8888888888888888,2024-01-12,julez
Barbie,2023.0,0.6666666666666666,2024-01-13,julez
Paddington,2014.0,0.7777777777777778,2024-01-16,julez
Paddington 2,2017.0,0.8888888888888888,2024-01-17,julez
Broadcast News,1987.0,1.0,2024-01-18,julez
The Shape of Water,2017.0,1.0,2024-01-20,julez
Mission: Impossible – Dead Reckoning,2023.0,0.6666666666666666,2024-01-21,julez
The Worst Person in the World,2021.0,1.0,2024-01-22,julez
Zelig,1983.0,0.8888888888888888,2024-01-24,julez
One Hundred and One Dalmatians,1961.0,0.8888888888888888,2024-01-25,julez
"Confess, Fletch",2022.0,0.6666666666666666,2024-01-26,julez
Portrait of a Lady on Fire,2019.0,1.0,2024-01-29,julez
All of Us Strangers,2023.0,0.8888888888888888,2024-02-05,julez
13 Going on 30,2004.0,0.7777777777777778,2024-02-12,julez
Saltburn,2023.0,0.8888888888888888,2024-02-14,julez
Begin Again,2013.0,0.8888888888888888,2024-02-15,julez
The Last Temptation of Christ,1988.0,0.7777777777777778,2024-02-20,julez
Smashed,2012.0,0.8888888888888888,2024-02-27,julez
Dune: Part Two,2024.0,1.0,2024-03-02,julez
Cops,1922.0,0.6666666666666666,2024-03-03,julez
The Scarecrow,1920.0,0.6666666666666666,2024-03-03,julez
The Paleface,1922.0,0.5555555555555556,2024-03-03,julez
Poor Things,2023.0,0.7777777777777778,2024-03-16,julez
The Zone of Interest,2023.0,0.7777777777777778,2024-03-30,julez
Mysterious Skin,2004.0,1.0,2024-04-02,julez
A Beautiful Mind,2001.0,1.0,2024-04-19,julez
"Crazy, Stupid, Love.",2011.0,0.7777777777777778,2024-04-26,julez
The Playlist,2022.0,0.7777777777777778,2024-04-29,julez
Fallout,2013.0,1.0,2024-04-30,julez
Baby Reindeer,2024.0,1.0,2024-05-02,julez
Late Night with the Devil,2023.0,0.7777777777777778,2024-05-05,julez
Leave the World Behind,2023.0,1.0,2024-05-06,julez
Her,2013.0,1.0,2024-05-19,julez
The Fall Guy,2024.0,0.6666666666666666,2024-05-21,julez
Euphoria: Trouble Don't Last Always,2020.0,1.0,2024-05-27,julez
Euphoria: F*ck Anyone Who’s Not a Sea Blob,2021.0,0.7777777777777778,2024-05-27,julez
Jurassic Park III,2001.0,0.5555555555555556,2024-05-29,julez
CODA,2021.0,0.8888888888888888,2024-06-26,julez
Sabrina,1954.0,0.5555555555555556,2024-06-27,julez
American Fiction,2023.0,0.7777777777777778,2024-06-27,julez
Sideways,2004.0,0.8888888888888888,2024-06-29,julez
X,2022.0,0.6666666666666666,2024-07-10,julez
Pearl,2022.0,0.5555555555555556,2024-07-11,julez
MaXXXine,2024.0,0.5555555555555556,2024-07-12,julez
Civil War,2024.0,0.8888888888888888,2024-07-19,julez
Howl's Moving Castle,2004.0,0.6666666666666666,2024-07-19,julez
Moneyball,2011.0,1.0,2024-07-22,julez
Is Now a Good Time?,2024.0,0.6666666666666666,2024-07-28,julez
The Perks of Being a Wallflower,2012.0,0.8888888888888888,2024-07-30,julez
Final Cut: Ladies and Gentlemen,2012.0,1.0,2024-08-13,julez
The Age of Adaline,2015.0,0.7777777777777778,2024-08-14,julez
"Planes, Trains and Automobiles",1987.0,1.0,2024-08-22,julez
Three Colours: Blue,1993.0,0.5555555555555556,2024-08-23,julez
Alien: Romulus,2024.0,0.6666666666666666,2024-08-28,julez
Rocketman,2019.0,0.7777777777777778,2024-08-30,julez
Mean Girls,2004.0,0.7777777777777778,2024-09-02,julez
Clueless,1995.0,0.8888888888888888,2024-09-02,julez
War Dogs,2016.0,0.8888888888888888,2024-09-05,julez
Longlegs,2024.0,0.3333333333333333,2024-09-10,julez
Deadpool & Wolverine,2024.0,0.6666666666666666,2024-09-30,julez
Terminator 2: Judgment Day,1991.0,0.8888888888888888,2024-10-06,julez
La Haine,1995.0,0.6666666666666666,2024-10-07,julez
Megalopolis,2024.0,0.5555555555555556,2024-10-08,julez
Challengers,2024.0,0.8888888888888888,2024-10-09,julez
Citizen Kane,1941.0,0.6666666666666666,2024-10-10,julez
The Other Side of the Wind,2018.0,0.7777777777777778,2024-10-11,julez
They'll Love Me When I'm Dead,2018.0,0.7777777777777778,2024-10-11,julez
The Substance,2024.0,1.0,2024-10-14,julez
Assassination Nation,2018.0,0.6666666666666666,2024-10-15,julez
The Lady Vanishes,1938.0,0.6666666666666666,2024-10-17,julez
The Lost Weekend,1945.0,0.8888888888888888,2024-10-18,julez
Rebecca,1940.0,0.5555555555555556,2024-10-18,julez
Ace in the Hole,1951.0,1.0,2024-10-18,julez
The Apartment,1960.0,1.0,2024-10-19,julez
Some Like It Hot,1959.0,0.7777777777777778,2024-10-19,julez
9/11: One Day in America,2021.0,0.8888888888888888,2024-10-20,julez
Sunset Boulevard,1950.0,0.8888888888888888,2024-10-21,julez
Stalag 17,1953.0,0.8888888888888888,2024-10-22,julez
The Seven Year Itch,1955.0,0.5555555555555556,2024-10-23,julez
"One, Two, Three",1961.0,0.4444444444444444,2024-10-24,julez
The Private Life of Sherlock Holmes,1970.0,0.6666666666666666,2024-10-25,julez
Witness for the Prosecution,1957.0,0.7777777777777778,2024-10-26,julez
Irma la Douce,1963.0,0.6666666666666666,2024-10-27,julez
The Front Page,1974.0,0.6666666666666666,2024-10-28,julez
Pitch Perfect,2012.0,0.3333333333333333,2024-11-03,julez
DAHMER - Monster: The Jeffrey Dahmer Story,2022.0,0.8888888888888888,2024-11-03,julez
